id;codigo;nome;descricao;valor;valorcusto;estoque;data;imagem;ultima_compra
;7891010034511;Absorvente sempre livre suav s/ abas c/8;produto teste;4,4;1,5;100;;;
;7896110007892;Absorvente sym noturno c/8 ;produto teste;4,35;1,5;100;;;
;7896594971283;Açai frooty original 200ml;produto teste;10;1,5;100;;;
;7899441509486;acendedor de fogão SQ;produto teste;8,5;1,5;100;;;
;70330622791;acendendor bic handy multiuso ;produto teste;10,5;1,5;100;;;
;7896902209114;ACETONA FARMAX 100ML;produto teste;2,5;1,5;100;;;
;7896902200494;ACETONA FARMAX 80ML;produto teste;2,25;1,5;100;;;
;7896902200579;Acetona Farmax 80ml;produto teste;2,25;1,5;100;;;
;7896327501053;Achocolatado Apti 200g;produto teste;2,75;1,5;100;;;
;7898217062699;Achocolatado em po valor 200g;produto teste;2,5;1,5;100;;;
;7898080640253;Achocolatado italac 200ml;produto teste;1,4;1,5;100;;;
;7898080640772;achocolatado italac em po 200g ;produto teste;3;1,5;100;;;
;7898286200787;achocolatado marata 200g;produto teste;2,75;1,5;100;;;
;7896706200010;acido muriatico combate 1L;produto teste;5;1,5;100;;;
;7898302020405;acido muriatico otimo brilho 1L;produto teste;4;1,5;100;;;
;7898080640673;acocolatado em pó italac 400g;produto teste;5,2;1,5;100;;;
;7896496940158;acuca demerada mae terra 400g;produto teste;5;1,5;100;;;
;7899676510950;AÇUCAR BLANCO 1KG;produto teste;3,4;1,5;100;;;
;7897110700066;açucar branca de neve 1kg ;produto teste;3,6;1,5;100;;;
;7922505253220;AÇUCAR DA ROÇA 1KG;produto teste;3,3;1,5;100;;;
;7896725201012;açucar demerara olhod'agua 1 kg;produto teste;4,5;1,5;100;;;
;7897154410105;açucar demerara petribu 1kg;produto teste;4,5;1,5;100;;;
;7891910030101;açucar demerara união 1kg;produto teste;7,5;1,5;100;;;
;7897312400016;AÇUCAR IDEAL 1KG;produto teste;3,4;1,5;100;;;
;7898695540016;AÇUCAR MARANHENSE 1KG;produto teste;3,3;1,5;100;;;
;7896369616432;acucar masc nat qualy;produto teste;8;1,5;100;;;
;7898903601300;acucar mascavo brejeira 1kg;produto teste;15;1,5;100;;;
;7898903601218;açucar mascavo brejeira 500g;produto teste;7;1,5;100;;;
;7896181700234;açucar mascavo da colonia de 500g ;produto teste;8;1,5;100;;;
;1;açucar mascavo DACOLONIA 1 kg ;produto teste;11,5;1,5;100;;;
;7896194400046;açucar mascavo de 1kg natu´s;produto teste;15,5;1,5;100;;;
;7896256041507;açucar mascavo natural life 500g;produto teste;7;1,5;100;;;
;7898206500010;acucar native organico;produto teste;4,5;1,5;100;;;
;7897736700211;açucar natural 1 kg ;produto teste;3;1,5;100;;;
;7898051687775;açucar org cristal 1kg;produto teste;6,5;1,5;100;;;
;7891910020065;açucar união demerara 1k;produto teste;7,5;1,5;100;;;
;7891910007110;açucar união glaçucar 500g ;produto teste;4,7;1,5;100;;;
;7891910030293;AÇUCAR UNIAO MASCAVO 1KG;produto teste;15;1,5;100;;;
;7891910020034;açucar união orgânico 1k;produto teste;9;1,5;100;;;
;7898282240169;açucar VEJA 1kg;produto teste;3,3;1,5;100;;;
;7898378690878;açucareiro e farinheiro color 1L PLASMONT;produto teste;4,75;1,5;100;;;
;7891960758451;Adaptador c/ frange de 20mm ;produto teste;9;1,5;100;;;
;71;Adaptador c/ frange de 25mm;produto teste;13;1,5;100;;;
;7891960756693;Adaptador c/ frange de 32mm;produto teste;15;1,5;100;;;
;7891960760973;Adaptador c/ frange de 40mm;produto teste;18;1,5;100;;;
;7891960760980;Adaptador com frange 50mm;produto teste;28;1,5;100;;;
;76;Adaptador de 20mm;produto teste;1;1,5;100;;;
;77;Adaptador de 25mm;produto teste;1;1,5;100;;;
;75;Adaptador de 32mm;produto teste;2;1,5;100;;;
;879134;Adaptador de 40mm;produto teste;3,5;1,5;100;;;
;7898543383574;Adesivo de contato 200g tek bond;produto teste;10;1,5;100;;;
;7898304920055;ADESIVO DE CONTATO 750 G NORCOLA;produto teste;23;1,5;100;;;
;7891200009817;Adesivo de contato cascola 230g;produto teste;10;1,5;100;;;
;7891200009831;Adesivo de contato cascola 730g;produto teste;26;1,5;100;;;
;7898304920048;Adesivo De Contato norcola 200g;produto teste;10;1,5;100;;;
;7898031545071;Adesivo Plastico Carplast 1kg;produto teste;15;1,5;100;;;
;7891035560774;adesivo san harpic ;produto teste;6,5;1,5;100;;;
;7891040004973;adesivos 3m 75g;produto teste;10;1,5;100;;;
;49746;Adesivos para Bicicletas;produto teste;5;1,5;100;;;
;7897320605205;aditivo para radiadores lt;produto teste;12;1,5;100;;;
;266;adoçante finn 65ml;produto teste;5;1,5;100;;;
;7896094910904;Adoçante zero cal 100ml ;produto teste;5,5;1,5;100;;;
;267;Adoçante zero cal 100ml sucralose;produto teste;12,9;1,5;100;;;
;7896094910959;Adoçante ZERO CAL 200ML;produto teste;9,9;1,5;100;;;
;7896094911000;Adoçante zero call aspartame 100 ml;produto teste;14;1,5;100;;;
;7891104393104;adocyl 100ml;produto teste;3,4;1,5;100;;;
;7891104393067;adocyl 200ml;produto teste;5,9;1,5;100;;;
;7899674034229;aero above bbb 150ml;produto teste;5,9;1,5;100;;;
;7899674017062;aero above candy 150ml;produto teste;5,9;1,5;100;;;
;7899674024947;Aero Above corinthians 150ml;produto teste;6,5;1,5;100;;;
;7899674034274;aero above energy 150ml ;produto teste;5,9;1,5;100;;;
;7899674032423;aero above fierce e savage 150ml;produto teste;5,9;1,5;100;;;
;7899674017093;aero above fresh 150ml;produto teste;5,9;1,5;100;;;
;7899674021434;aero above lady 100ml;produto teste;4,9;1,5;100;;;
;7899674017079;aero above lady 150ml;produto teste;5,9;1,5;100;;;
;7899674017116;aero above sport 150ml;produto teste;5,9;1,5;100;;;
;7899674022004;aero above sport energy women 150ml;produto teste;5,9;1,5;100;;;
;7899674032416;aero above strong e classic 150ml;produto teste;5,9;1,5;100;;;
;7899674021830;aero above teen Be positive 150ml;produto teste;5,9;1,5;100;;;
;7899674021830;aero above teen Be positive 150ml;produto teste;5,9;;100;;;
;7899674023254;Aero above teen boy 150ml;produto teste;5,9;1;100;;;
;7506078948075;aero bio clarify  fem 150ml;produto teste;13,5;2;100;;;
;7899706117579;aero bio intensive toque seco fem 150ml;produto teste;13,5;15;100;;;
;7899706117593;aero bio men intense toque seco 150 ml;produto teste;13,5;5;100;;;
;7898587778527;aero bio men invisible 150ml;produto teste;13,5;3;100;;;
;7899706130936;aero bio men ordoblock 2 150ml;produto teste;13,5;-8;100;;;
;7899706130912;aero bio odorblock2 fem 150ml;produto teste;13,5;4;100;;;
;7899026483422;aero bio protection 5 fem 150ml;produto teste;13,5;10;100;;;
;7899674017086;aero desod above country 150ml;produto teste;5,9;1;100;;;
;7791293018874;aero dove antibac 150ml ;produto teste;15;1;100;;;
;7506306241169;aero dove go fresh 150ml;produto teste;15;2;100;;;
;7791293033235;aero dove padrao de beleza ;produto teste;15;0;100;;;
;7791293033242;aero dove powder soft 150ml;produto teste;15;2;100;;;
;7891350034615;aero monange  sensivel;produto teste;9,5;1;100;;;
;7891350034639;aero monange frutas vermelhas 150 ml ;produto teste;9,5;7;100;;;
;7891350034646;aero monange hid intensiva 150 ml;produto teste;9,5;35;100;;;
;7898919411900;aero monange invisible 150 ml ;produto teste;9,5;46;100;;;
;7896094906778;aero monange lavanda ;produto teste;9,5;73;100;;;
;7891350034622;aero monange lavanda 150 ml ;produto teste;9,5;36;100;;;
;7891350034653;aero monange ultraproteção 150 ml;produto teste;9,5;9;100;;;
;7791293032375;aero rexona antibacterial protec 150ml;produto teste;13,5;1;100;;;
;7791293032498;aero rexona bamboo e aloe vera 150ml;produto teste;13,5;25;100;;;
;7791293032467;aero rexona cotton dry 150ml;produto teste;13,5;25;100;;;
;7891150064737;aero rexona frutas vermelhas 150ml;produto teste;13,5;33;100;;;
;7791293032481;aero rexona invisible 90ml;produto teste;13,5;4;100;;;
;7791293022598;aero rexona men active dry;produto teste;13,5;37;100;;;
;7791293025537;aero rexona men antibacterial 10x;produto teste;13,5;0;100;;;
;7791293022635;aero rexona men invisible ;produto teste;13,5;31;100;;;
;7891150055872;aero rexona men sem perfume;produto teste;13,5;3;100;;;
;7791293022581;aero rexona men xtracool;produto teste;13,5;18;100;;;
;7891150063204;aero rexona now united 150ml;produto teste;13,5;32;100;;;
;7791293032368;aero rexona sem perfume 150ml;produto teste;13,5;17;100;;;
;7791293036052;aero rexona stay fresh flores brancas 150ml;produto teste;13,5;13;100;;;
;7891150055605;aero rexona torcedor 150ml;produto teste;13,5;38;100;;;
;7791293034966;aero suave gardenia 150ml;produto teste;7,75;1;100;;;
;7791293034997;aero suave intense 150ml;produto teste;7,95;3;100;;;
;7899674021410;aerosol above country 100ml;produto teste;4,9;2;100;;;
;7899674025029;Aerosol above flamengo oficial;produto teste;6,5;2;100;;;
;7899674027443;aerosol above men elements canyon 150ml;produto teste;5,9;-6;100;;;
;7899674027504;aerosol above men elements hurricane 150ml;produto teste;5,9;2;100;;;
;7899674027481;aerosol above men elements ocean 150ml ;produto teste;5,9;-24;100;;;
;7899706137041;Aerosol bio men ordoblok2 150ml;produto teste;13,5;17;100;;;
;7896094908697;AEROSOL MONANGE ULTRA PROTECAO 150ML;produto teste;9,5;10;100;;;
;7791293032443;AEROSOL REX ACTIVE EMOTION ;produto teste;13,5;12;100;;;
;7891150071261;aerosol rexona anita poderosas;produto teste;13,5;39;100;;;
;7891150054653;Aerosol rexona erva doce 150ml;produto teste;13,5;27;100;;;
;7899674034267;aeto above sport invesible 150ml;produto teste;5,9;17;100;;;
;7891321098059;agenda permanente preta;produto teste;26;5;100;;;
;7896279102506;Agua De Colonia Muriel Baby 150ml;produto teste;12,5;1;100;;;
;7896279102476;agua de colonia muriel baby rosa 100ml;produto teste;9,9;3;100;;;
;7896279102490;agua de colonia muriel baby100ml;produto teste;9,9;12;100;;;
;7896279102483;agua de colonia muriel menina 150ml;produto teste;12;1;100;;;
;7894900531008;Agua mineral cristal c/ gas 500ml;produto teste;2;56;100;;;
;7894900530001;agua mineral cristal s/gas 500ml;produto teste;1,75;192;100;;;
;7894900530032;agua mineral cristal sem gas 1,5 lt;produto teste;3,3;75;100;;;
;7898902465057;agua mineral mar doce 500ml ;produto teste;1,5;61;100;;;
;7898902465040;agua mineral mar doce sem gas 1,5 lt ;produto teste;3;29;100;;;
;7896902213463;Agua oxig farmax v30 70ml;produto teste;1,7;-10;100;;;
;7896902213487;agua oxigenada farmax  vilume40 70ml ;produto teste;1,7;10;100;;;
;7896902210653;Agua Oxigenada Farmax 80ml;produto teste;1,8;48;100;;;
;7896902210561;ÁGUA OXIGENADA FARMAX VOL 20;produto teste;1,8;50;100;;;
;7896902210608;ÁGUA OXIGENADA FARMAX VOL 30;produto teste;1,8;14;100;;;
;7896902210646;ÁGUA OXIGENADA FARMAX VOL 40;produto teste;1,8;-13;100;;;
;7896221600159;agua sanitaria  clorito 1 lt;produto teste;1,7;32;100;;;
;7896221600036;agua sanitaria dragão 2L;produto teste;5;14;100;;;
;7896221600067;agua sanitaria dragao 5l;produto teste;11;9;100;;;
;7898910431013;agua sanitaria Dulago 1L;produto teste;1,7;13;100;;;
;7897312401815;Agua sanitaria economico 5l;produto teste;10;0;100;;;
;27897461900016;agua sanitaria jesus 1lt;produto teste;2,2;172;100;;;
;7897461900030;agua sanitaria jesus 500ml;produto teste;1,5;91;100;;;
;7898915147278;agua sanitaria marajó 1lt;produto teste;1,7;14;100;;;
;7896013100461;agua sanitaria olimpo 1l;produto teste;1,8;2;100;;;
;7896083800025;Agua sanitaria q boa 2lt;produto teste;4,7;0;100;;;
;7898915146325;Agua sanitaria retiro 1lt;produto teste;1,9;6;100;;;
;7896013102373;agua sanitaria tubarao 2lt ;produto teste;5;3;100;;;
;7896013105701;agua sanitaria tubarão 5L;produto teste;10,5;0;100;;;
;7896098904671;agua sanitaria ypê 1L;produto teste;3,1;61;100;;;
;7896098904688;agua sanitaria ype 2lt;produto teste;5,6;10;100;;;
;7896098904664;agua sanitaria ype 5lt;produto teste;12;8;100;;;
;879171;agulha de maquina n°11 ;produto teste;0,75;43;100;;;
;879172;agulha de maquina n°16;produto teste;0,75;50;100;;;
;878943;agulha decosturar 2/0;produto teste;0,5;-17;100;;;
;49666;agulha mix vr;produto teste;2,5;65;100;;;
;7896785457930;agulha p maquina singer n 14;produto teste;0,75;3;100;;;
;7896785444565;agulha p maquina singer n 16;produto teste;0,75;9;100;;;
;49683;AGULHA P/ FOGAO;produto teste;0,5;48;100;;;
;878878;agulha para costura;produto teste;0,35;300;100;;;
;7896090703616;alcool coperalcool 500 ml;produto teste;5,5;-14;100;;;
;7899465201212;Alcool elitico 70 inpm 1l alcoplus;produto teste;8;1;100;;;
;7893590568325;Alcool elítico limpebem 70° inpm ;produto teste;7;1;100;;;
;7898180571341;alcool em gel dexter 500ml;produto teste;7;0;100;;;
;7897312401709;Alcool em gel economico 65°INP 500ml;produto teste;14,5;38;100;;;
;7896279113441;Alcool em gel muriel 60ml;produto teste;3;4;100;;;
;7897534832848;alcool em gel start gelálcool 450g;produto teste;12;-1;100;;;
;7898300949883;Alcool freesept 70%;produto teste;12;5;100;;;
;7898936229878;alcool gel apigel 70 INPM;produto teste;9;68;100;;;
;7898943757708;Alcool gel bell corpus 70%;produto teste;13,5;7;100;;;
;7891134009990;Alcool gel hig biocrema 491ml;produto teste;11;0;100;;;
;7897534800229;alcool gel start 500g;produto teste;10;6;100;;;
;7898956358022;alcool nobre 500ml;produto teste;5,5;21;100;;;
;7898956358091;alcool nobre 70 INPM;produto teste;8,5;7;100;;;
;7897534809468;alcool start 70% 1 l;produto teste;10;12;100;;;
;7898910095352;ALCOOL TUPI 70;produto teste;8,5;12;100;;;
;7896647029046;Alfabeto madeira pais/filhos;produto teste;25,5;0;100;;;
;10378;algodao multiuso floc 25g;produto teste;1,25;20;100;;;
;7894488000064;algodao spartex 25g;produto teste;1,5;34;100;;;
;7894488000019;algodao startex;produto teste;1,25;118;100;;;
;7893946384395;alicate bico reto nove54;produto teste;38;0;100;;;
;7892183062394;alicate bomba agua;produto teste;35;1;100;;;
;7893946122829;alicate de bico 4.1/2 disma;produto teste;25;0;100;;;
;7899737517591;Alicate de bomba;produto teste;20;0;100;;;
;7898011971821;Alicate de corte thompson;produto teste;18;0;100;;;
;7891114008883;Alicate de corte tramontina;produto teste;35;0;100;;;
;7896399018237;Alicate de pressao famastil;produto teste;30;0;100;;;
;7897095041062;alicate de pressão IRWIN;produto teste;55;3;100;;;
;7899653781441;alicate de unha inox linha diamante;produto teste;35;5;100;;;
;7891060679724;alicate de unha inox mundial ;produto teste;25;3;100;;;
;7898011971692;alicate externo reto 7;produto teste;45;1;100;;;
;7898011971685;alicate interno curvo 7;produto teste;45;1;100;;;
;7898484040475;alicate para cuticula fk ;produto teste;25;40;100;;;
;7891060773071;Alicate Sandy mundial;produto teste;10,5;-12;100;;;
;7891114008869;Alicate universal tramontina 8pol;produto teste;25;9;100;;;
;7899726209216;alicate universal vap 8;produto teste;25;0;100;;;
;879136;almofada flamengo;produto teste;22;0;100;;;
;7896037514848;almondegas anglo lt;produto teste;6,9;89;100;;;
;7898546006623;Aluminio vabene 7,5m;produto teste;3,4;1;100;;;
;7500435127271;always absorventes higienicos 8un s abas;produto teste;3,9;31;100;;;
;7500435127264;always absorventes higienicos 8un s abas seca;produto teste;3,9;63;100;;;
;7500435148689;amac downy coco menta;produto teste;8,5;8;100;;;
;7891150048492;amaciante  Comfort azul 500ml;produto teste;9,3;3;100;;;
;7891150039001;amaciante comfort 500ml  puro cuidado;produto teste;8,75;16;100;;;
;7891150054608;amaciante comfort 500ml cama & banho;produto teste;9,7;19;100;;;
;7891150028883;amaciante comfort 500ml detox;produto teste;9,7;19;100;;;
;7891150000971;amaciante confort 500ml intense cuidado essencial;produto teste;9,7;6;100;;;
;7891150048485;Amaciante confort puro cuidado 500ml ;produto teste;9,2;2;100;;;
;7891242420557;Amaciante de roupas uau carino e conf 500ml;produto teste;6,7;12;100;;;
;7500435153874;Amaciante downy agua fresca 500ml;produto teste;9,5;-5;100;;;
;7506195143834;Amaciante downy conc brisa de verão 500ml;produto teste;9,5;19;100;;;
;7506195143872;Amaciante downy conc frescor de primavera 500ml;produto teste;9,5;25;100;;;
;7506195143858;Amaciante downy lirios do campo;produto teste;9,5;4;100;;;
;7506339321838;Amaciante downy perfume collections ;produto teste;9,95;-1;100;;;
;7500435141000;Amaciante downy sport 500ml;produto teste;9,95;0;100;;;
;7897312400191;Amaciante economico 1L softblue;produto teste;4,25;20;100;;;
;]7897312400207;amaciante economico 1L softrose;produto teste;4,25;20;100;;;
;7897312400214;amaciante economico 1L softyellow;produto teste;4,25;32;100;;;
;7896090800094;Amaciante encanto floral 1l;produto teste;3,5;7;100;;;
;7891150061958;Amaciante fofo cheirinho da infancia 500g;produto teste;6,9;11;100;;;
;7891150001596;Amaciante fofo tradicional az;produto teste;6,9;31;100;;;
;7896369613189;amaciante p/carnes mariza 125g;produto teste;6;9;100;;;
;7896090800018;amaciante real 2l brisa do mar;produto teste;6,5;3;100;;;
;7896090800087;Amaciante real brisa do mar 1l;produto teste;3,5;5;100;;;
;7896090800117;Amaciante real frescor do campo 1l;produto teste;3,2;1;100;;;
;7896090800100;Amaciante real manhãs do caompo 1l;produto teste;3,2;0;100;;;
;7891150061965;amaciante super fofo 500ml cheirinho da natur;produto teste;7,5;14;100;;;
;7891150001626;Amaciante super fofo 500ml cheirinho de bebe;produto teste;7,5;-1;100;;;
;7897534805101;Amaciante tuff concent  jardin 500ml;produto teste;6,5;6;100;;;
;7897534842489;Amaciante tuff concentrado 500ml poeme;produto teste;6,5;4;100;;;
;7897534842496;Amaciante tuff concentrado esplendor;produto teste;6,5;12;100;;;
;7896098903032;amaciante ypê 2L intenso;produto teste;8,9;9;100;;;
;7896098902400;Amaciante ypê aconchego 2L;produto teste;8,9;17;100;;;
;7896098902486;amaciante ypê aconchego 2L promo;produto teste;8,9;6;100;;;
;7896098900406;amaciante ypê aconchego 500ml;produto teste;2,9;46;100;;;
;7896098902424;Amaciante ypê carinho 2L;produto teste;8,9;21;100;;;
;7896098900420;amaciante ypê carinho 500ml;produto teste;2,9;20;100;;;
;7896098900390;amaciante ype concent 500ml blue ;produto teste;7,5;8;100;;;
;7896098900383;Amaciante ype concentrado pink 500ml;produto teste;7,5;4;100;;;
;7896098902394;Amaciante ypê delicado 2L;produto teste;8,9;0;100;;;
;7896098902417;Amaciante ypê ternura 2L;produto teste;8,9;36;100;;;
;7896098900413;amaciante ypê ternura 500ml;produto teste;2,9;31;100;;;
;7896025801905;ameixa em calda cepera 400g;produto teste;17,9;3;100;;;
;7898909755540;ameixa em calda lata p;produto teste;5,5;0;100;;;
;7898909755533;ameixa em calda lt g tozzi;produto teste;14,7;0;100;;;
;7896369615558;ameixa em calda mariza 150g;produto teste;8;5;100;;;
;7896041173789;ameixa em calda oderich lt 150g;produto teste;5,5;-1;100;;;
;7891032017202;ameixa seca em lt 180g;produto teste;5,8;8;100;;;
;7896292314696;ameixa seca sofruta;produto teste;5,8;1;100;;;
;7891089447014;ameixa seca violetera c/caroço;produto teste;6,5;1;100;;;
;7891089446963;Ameixa seca violetera s/caroço 150g;produto teste;10,3;9;100;;;
;7891032016908;ameixas em calda lt p 150g;produto teste;8,5;3;100;;;
;7891032016809;ameixas em caldas olé 400g;produto teste;10;-2;100;;;
;7896336002923;amendoim crokissimo 30g;produto teste;1;78;100;;;
;7896902210905;amonia farmax ;produto teste;1,8;3;100;;;
;7896902210929;Amonia popy max 80ml;produto teste;1,6;0;100;;;
;7896947021115;Amonia quante clareador de pelos ;produto teste;2,25;7;100;;;
;7506309889412;AMPOLA CAPILAR PANTENE BB CREAM REJUVENE-7;produto teste;15;2;100;;;
;7500435146913;ampola pantene shot hidrata ;produto teste;7,5;1;100;;;
;7500435146920;ampola pantene shot potencializador;produto teste;7,5;11;100;;;
;7500435020442;AMPOLA PATENE FORCA INSTANTANIA ;produto teste;15;1;100;;;
;7898658621042;Ampola skafe anticaspa 10ml;produto teste;2,5;2;100;;;
;7898658621059;Ampola Skafe Antiqueda 10ml;produto teste;2,5;6;100;;;
;7898658621073;Ampola Skafe Vitamina A 10Ml;produto teste;2,5;48;100;;;
;7891960717335;Anel de vedação p/ calha pluvial;produto teste;4;10;100;;;
;7897011503810;anelina  verde folha de 10 ml mix;produto teste;2,5;9;100;;;
;7897011500512;anelina abacaxi mix 30 ml;produto teste;6;-6;100;;;
;7897011503285;anelina azul jeans 10 ml mix;produto teste;2,5;2;100;;;
;7896226370811;anelina enc incolor;produto teste;2,5;-2;100;;;
;7897011503193;anelina preto ameixa 10ml mix;produto teste;2,5;18;100;;;
;7897011503209;anelina rosa cereja 10 ml mix;produto teste;2,5;11;100;;;
;7897011503223;anelina verde hortelã 10ml mix;produto teste;2,5;3;100;;;
;7897011503827;anelina violeta 10ml mix;produto teste;2,5;-2;100;;;
;7897011503162;Anilina Azul Anis 10ml;produto teste;2,5;5;100;;;
;7896226303048;anilina verde limao ;produto teste;2,5;-10;100;;;
;7897011503230;anilina verm mix;produto teste;2,5;7;100;;;
;7899508424776;animal pelucia;produto teste;25;0;100;;;
;7899508427869;animal pelucia *;produto teste;25;0;100;;;
;7899508426688;animal pelucia **;produto teste;25;0;100;;;
;7899508428897;ANIMAL PELUCIA FOFO;produto teste;24;0;100;;;
;879033;ANTENA P/ CELULAR RURAL 17 DBI;produto teste;140;0;100;;;
;7897643815947;antena p/celular rural 15TBI 900 mhz;produto teste;115;0;100;;;
;7896495001034;Antimofo durasol lavanda;produto teste;4,9;2;100;;;
;7896495000402;antimofo neutro durasol 80g;produto teste;4,9;6;100;;;
;7896013400172;antimofo secar lavanda 80g;produto teste;6,5;3;100;;;
;7896013403579;antimorfo secar baby 80g;produto teste;6,9;-5;100;;;
;7896013403593;antimorfo secar original antimofo 80g;produto teste;6,5;7;100;;;
;878859;anzol;produto teste;0,25;834;100;;;
;70330717565;ap barb bic comfort3 advance ;produto teste;4,5;1;100;;;
